username,period,source_year,source_url,length,length_short,length_long,has_digits,ends_with_digits,digit_ratio,has_underscore,has_dash,has_dot,has_special,separator_count,all_lowercase,has_uppercase,all_caps,camelCase,capitalized,contains_birth_year,contains_2k_year,has_leet,pattern_xX,triple_word_sep,word_count,mask_name_year,mask_first_last_dot,mask_first_last_dash,mask_camelCase,mask_CamelCase,mask_word_word,mask_wordNNN,mask_Word,mask_word,mask_starts_spec,mask_digit_heavy,alphanumeric_mix,primary_mask
a_kovalenko,2000-2004,2003,SourceForge,11,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,word_word
alecbrown,2000-2004,2003,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adonoman,2000-2004,2004,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
achacha,2000-2004,2003,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamzey,2000-2004,2000,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adobo,2000-2004,2002,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adnan456,2000-2004,2002,SourceForge,8,False,False,True,True,0.375,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
ai0524,2000-2004,2004,Slashdot,6,True,False,True,True,0.6666666666666666,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
Acinonyx,2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
aint,2000-2004,2003,SourceForge,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahsu,2000-2004,2003,SourceForge,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Alejo,2000-2004,2000,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
#._*_.#,2000-2004,2001,Slashdot,7,False,False,False,False,0.0,True,False,True,True,4,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
active8or,2000-2004,2002,Slashdot,9,False,False,True,False,0.1111111111111111,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,True,mixed
AKAJack,2000-2004,2003,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
ailie,2000-2004,2001,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alanjstr,2000-2004,2004,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acreid,2000-2004,2004,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acs2,2000-2004,2000,SourceForge,4,True,False,True,True,0.25,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
aehlers,2000-2004,2001,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aj_siegel,2000-2004,2003,SourceForge,9,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
abies,2000-2004,2003,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Ahchay,2000-2004,2002,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
ade_br,2000-2004,2002,SourceForge,6,True,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
AlgUSF,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,CamelCase
Alorelith,2000-2004,2000,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
aierwin,2000-2004,2002,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
[Dilbert],2000-2004,2002,Slashdot,9,False,False,False,False,0.0,False,False,False,True,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
ajaspers,2000-2004,2001,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
a-non-mouse,2000-2004,2002,SourceForge,11,False,False,False,False,0.0,False,True,False,False,2,True,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,mixed
Above,2000-2004,2003,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
agentzer0,2000-2004,2002,Slashdot,9,False,False,True,True,0.1111111111111111,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
acoustix,2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
"abelew""",2000-2004,2002,SourceForge,7,False,False,False,False,0.0,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
adrianprice,2000-2004,2004,SourceForge,11,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adrainne,2000-2004,2004,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
9th,2000-2004,2004,Slashdot,3,True,False,True,False,0.3333333333333333,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
acelet,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
(trb001),2000-2004,2003,Slashdot,8,False,False,True,False,0.375,False,False,False,True,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
aholkner,2000-2004,2000,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
33C,2000-2004,2000,Slashdot,3,True,False,True,False,0.6666666666666666,False,False,False,False,0,False,True,True,False,True,False,False,True,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,mixed
-brazil-,2000-2004,2001,Slashdot,8,False,False,False,False,0.0,False,True,False,False,2,True,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
adrew,2000-2004,2004,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
--daz--,2000-2004,2000,Slashdot,7,False,False,False,False,0.0,False,True,False,False,4,True,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
aarendsen,2000-2004,2000,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
activeui,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajhewitt,2000-2004,2002,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
AMK,2000-2004,2000,Slashdot,3,True,False,False,False,0.0,False,False,False,False,0,False,True,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
AlexisMachine,2000-2004,2004,Slashdot,13,False,True,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,CamelCase
ahsaneida,2000-2004,2001,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahde,2000-2004,2002,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aadler,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adrian_sutton,2000-2004,2004,SourceForge,13,False,True,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
Afterimage,2000-2004,2001,Slashdot,10,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
aclark,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahamos,2000-2004,2000,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
agrassi,2000-2004,2002,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adnane_nift,2000-2004,2000,SourceForge,11,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
alhaz,2000-2004,2003,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alien88,2000-2004,2001,Slashdot,7,False,False,True,True,0.2857142857142857,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
adehay,2000-2004,2004,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
akgoel,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
allanc,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
a3aan,2000-2004,2002,SourceForge,5,True,False,True,False,0.2,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,True,mixed
alanb0,2000-2004,2002,Slashdot,6,True,False,True,True,0.16666666666666666,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
ader,2000-2004,2004,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
!recycle,2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,True,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
ajut400,2000-2004,2000,SourceForge,7,False,False,True,True,0.42857142857142855,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
abischof,2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
-tji,2000-2004,2001,Slashdot,4,True,False,False,False,0.0,False,True,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
Alberto,2000-2004,2002,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
