username,period,source_year,source_url
adobo,2000-2004,2002,SourceForge
adnan456,2000-2004,2002,SourceForge
ai0524,2000-2004,2004,Slashdot
Acinonyx,2000-2004,2000,Slashdot
aint,2000-2004,2003,SourceForge
ahsu,2000-2004,2003,SourceForge
Alejo,2000-2004,2000,Slashdot
#._*_.#,2000-2004,2001,Slashdot
active8or,2000-2004,2002,Slashdot
AKAJack,2000-2004,2003,Slashdot
ailie,2000-2004,2001,Slashdot
alanjstr,2000-2004,2004,Slashdot
acreid,2000-2004,2004,SourceForge
acs2,2000-2004,2000,SourceForge
aehlers,2000-2004,2001,SourceForge
aj_siegel,2000-2004,2003,SourceForge
abies,2000-2004,2003,SourceForge
Ahchay,2000-2004,2002,Slashdot
ade_br,2000-2004,2002,SourceForge
AlgUSF,2000-2004,2003,Slashdot
Alorelith,2000-2004,2000,Slashdot
aierwin,2000-2004,2002,SourceForge
[Dilbert],2000-2004,2002,Slashdot
ajaspers,2000-2004,2001,SourceForge
a-non-mouse,2000-2004,2002,SourceForge
Above,2000-2004,2003,Slashdot
agentzer0,2000-2004,2002,Slashdot
acoustix,2000-2004,2000,Slashdot
"abelew""",2000-2004,2002,SourceForge
adrianprice,2000-2004,2004,SourceForge
adrainne,2000-2004,2004,SourceForge
9th,2000-2004,2004,Slashdot
acelet,2000-2004,2003,SourceForge
(trb001),2000-2004,2003,Slashdot
aholkner,2000-2004,2000,SourceForge
33C,2000-2004,2000,Slashdot
-brazil-,2000-2004,2001,Slashdot
adrew,2000-2004,2004,Slashdot
--daz--,2000-2004,2000,Slashdot
aarendsen,2000-2004,2000,SourceForge
activeui,2000-2004,2003,SourceForge
ajhewitt,2000-2004,2002,SourceForge
AMK,2000-2004,2000,Slashdot
AlexisMachine,2000-2004,2004,Slashdot
ahsaneida,2000-2004,2001,SourceForge
ahde,2000-2004,2002,Slashdot
aadler,2000-2004,2003,SourceForge
adrian_sutton,2000-2004,2004,SourceForge
Afterimage,2000-2004,2001,Slashdot
aclark,2000-2004,2003,SourceForge
ahamos,2000-2004,2000,Slashdot
agrassi,2000-2004,2002,SourceForge
adnane_nift,2000-2004,2000,SourceForge
alhaz,2000-2004,2003,Slashdot
alien88,2000-2004,2001,Slashdot
adehay,2000-2004,2004,SourceForge
akgoel,2000-2004,2003,Slashdot
allanc,2000-2004,2003,Slashdot
a3aan,2000-2004,2002,SourceForge
alanb0,2000-2004,2002,Slashdot
ader,2000-2004,2004,Slashdot
!recycle,2000-2004,2000,Slashdot
ajut400,2000-2004,2000,SourceForge
abischof,2000-2004,2000,Slashdot
-tji,2000-2004,2001,Slashdot
Alberto,2000-2004,2002,Slashdot
ahsile,2000-2004,2000,SourceForge
alpinekarst,2000-2004,2002,Slashdot
(c),2000-2004,2000,Slashdot
ahminus,2000-2004,2003,SourceForge
adotti,2000-2004,2004,SourceForge
acegik,2000-2004,2004,SourceForge
abde,2000-2004,2003,Slashdot
afranq,2000-2004,2000,SourceForge
ahwii,2000-2004,2001,SourceForge
airwin,2000-2004,2001,SourceForge
Acheron,2000-2004,2004,Slashdot
acaben,2000-2004,2002,Slashdot
a-dead-trousers,2000-2004,2002,SourceForge
Amos,2000-2004,2001,Slashdot
aggieben,2000-2004,2001,SourceForge
=trott=,2000-2004,2003,Slashdot
ajwm,2000-2004,2004,SourceForge
airneil,2000-2004,2004,SourceForge
acolpa,2000-2004,2003,SourceForge
a-otto,2000-2004,2004,SourceForge
acido,2000-2004,2001,SourceForge
adum,2000-2004,2001,SourceForge
ahnielsen,2000-2004,2000,SourceForge
acrossland,2000-2004,2001,SourceForge
agohr,2000-2004,2001,SourceForge
absurdhero,2000-2004,2003,SourceForge
Amphigory,2000-2004,2004,Slashdot
_Gnubie_,2000-2004,2003,Slashdot
aavelar,2000-2004,2004,SourceForge
ainvar,2000-2004,2003,SourceForge
agmartin,2000-2004,2004,SourceForge
5lash,2000-2004,2004,Slashdot
Alexander,2000-2004,2002,Slashdot
ajey,2000-2004,2002,SourceForge
AlphaATF,2000-2004,2000,Slashdot
aamayer,2000-2004,2001,SourceForge
ackthpt,2000-2004,2001,Slashdot
ak_hepcat,2000-2004,2004,SourceForge
A_Non_Moose,2000-2004,2004,Slashdot
actionsports,2000-2004,2001,SourceForge
acarter,2000-2004,2003,SourceForge
a1st0,2000-2004,2001,SourceForge
aepage,2000-2004,2000,SourceForge
Afreet1,2000-2004,2000,Slashdot
*Pres*,2000-2004,2000,Slashdot
5n3ak3rp1mp,2000-2004,2001,Slashdot
aarev,2000-2004,2002,SourceForge
acornicq,2000-2004,2004,SourceForge
aechols,2000-2004,2001,Slashdot
agentdrake,2000-2004,2000,SourceForge
Alex,2000-2004,2002,Slashdot
akintayo,2000-2004,2001,Slashdot
!!!partition51,2000-2004,2000,Slashdot
Aloril,2000-2004,2002,Slashdot
adnans,2000-2004,2003,SourceForge
abinder,2000-2004,2004,SourceForge
adamtheawesome,2000-2004,2004,SourceForge
ahosts,2000-2004,2000,SourceForge
acriter,2000-2004,2000,SourceForge
airforce1,2000-2004,2002,SourceForge
adamk,2000-2004,2002,Slashdot
2PAIRofACES,2000-2004,2000,Slashdot
adonis,2000-2004,2004,SourceForge
^ZuLu^,2000-2004,2001,Slashdot
_Ludwig,2000-2004,2000,Slashdot
_dim,2000-2004,2003,Slashdot
abrasion,2000-2004,2003,SourceForge
ajm,2000-2004,2003,Slashdot
afcom,2000-2004,2001,SourceForge
abesinger,2000-2004,2003,SourceForge
abeckedorf,2000-2004,2004,SourceForge
aglnl,2000-2004,2004,SourceForge
alech,2000-2004,2003,Slashdot
_LORAX_,2000-2004,2003,Slashdot
ace118,2000-2004,2002,Slashdot
andersen,2000-2004,2002,Slashdot
addertheblack,2000-2004,2003,SourceForge
ahaig,2000-2004,2002,SourceForge
aginos,2000-2004,2003,SourceForge
aj_the_2nd,2000-2004,2002,Slashdot
alan_knight,2000-2004,2002,Slashdot
abrink,2000-2004,2003,SourceForge
AgentUmino,2000-2004,2004,Slashdot
acalbazana,2000-2004,2000,SourceForge
10.0.0.1,2000-2004,2001,Slashdot
abean,2000-2004,2004,SourceForge
adrianhensler,2000-2004,2002,Slashdot
1000baseFX,2000-2004,2004,Slashdot
abrender,2000-2004,2004,SourceForge
amjohns,2000-2004,2000,Slashdot
ahuja,2000-2004,2002,SourceForge
Anderson,2000-2004,2004,Slashdot
a_safwat,2000-2004,2003,SourceForge
aishafenton,2000-2004,2001,SourceForge
ahuser,2000-2004,2004,SourceForge
aarondavis,2000-2004,2000,SourceForge
ageitgey,2000-2004,2003,SourceForge
affinityz,2000-2004,2004,Slashdot
alien_life_form,2000-2004,2002,Slashdot
accordionguy,2000-2004,2000,SourceForge
akey,2000-2004,2001,Slashdot
ajf,2000-2004,2001,Slashdot
_xeno_,2000-2004,2000,Slashdot
airlied,2000-2004,2001,SourceForge
Agar,2000-2004,2002,Slashdot
a1k0n,2000-2004,2001,SourceForge
agt,2000-2004,2001,SourceForge
abe-y,2000-2004,2001,SourceForge
Aerolith,2000-2004,2001,Slashdot
anakog,2000-2004,2003,Slashdot
aiforge,2000-2004,2004,SourceForge
Amokscience,2000-2004,2000,Slashdot
ailleret,2000-2004,2004,SourceForge
afalappa,2000-2004,2002,SourceForge
-eddy,2000-2004,2003,Slashdot
aaronjb,2000-2004,2001,Slashdot
agnar,2000-2004,2002,SourceForge
acomj,2000-2004,2000,Slashdot
23_Elders,2000-2004,2000,Slashdot
Aazz,2000-2004,2001,Slashdot
abf,2000-2004,2002,SourceForge
_martini_,2000-2004,2003,Slashdot
10am-bedtime,2000-2004,2003,Slashdot
AlonzoFrog,2000-2004,2000,Slashdot
abitos,2000-2004,2003,SourceForge
acli,2000-2004,2002,SourceForge
abhijeetmhatre,2000-2004,2002,SourceForge
agentorange,2000-2004,2003,SourceForge
AlisdairM,2000-2004,2004,Slashdot
5v9,2000-2004,2004,Slashdot
abrzeczk,2000-2004,2004,SourceForge
Alsee,2000-2004,2002,Slashdot
Alkaiser,2000-2004,2000,Slashdot
Alcimedes,2000-2004,2003,Slashdot
addady,2000-2004,2000,SourceForge
56ksucks,2000-2004,2002,Slashdot
AncientMariner,2000-2004,2001,Slashdot
achurd,2000-2004,2004,SourceForge
ajam,2000-2004,2003,Slashdot
abcho,2000-2004,2004,SourceForge
ajaypatil,2000-2004,2004,SourceForge
ababel,2000-2004,2001,SourceForge
acumen,2000-2004,2003,Slashdot
Analog,2000-2004,2004,Slashdot
achimgaedke,2000-2004,2003,SourceForge
0sb0rne,2000-2004,2000,Slashdot
adragos,2000-2004,2003,SourceForge
AdamJ,2000-2004,2000,Slashdot
�laC|n,2000-2004,2004,Slashdot
aid,2000-2004,2000,SourceForge
ajung,2000-2004,2003,SourceForge
_anomaly_,2000-2004,2001,Slashdot
1stflight,2000-2004,2000,Slashdot
aliastnb,2000-2004,2002,Slashdot
acostanzi,2000-2004,2001,SourceForge
ahmed,2000-2004,2001,SourceForge
airon911,2000-2004,2003,SourceForge
ajc,2000-2004,2001,SourceForge
10sun,2000-2004,2000,Slashdot
aardvaark,2000-2004,2003,Slashdot
_bernie,2000-2004,2004,Slashdot
2g3-598hX,2000-2004,2000,Slashdot
agentzero,2000-2004,2000,SourceForge
afinney,2000-2004,2001,SourceForge
Ananda,2000-2004,2000,Slashdot
airfoyle,2000-2004,2002,SourceForge
[Marvin],2000-2004,2000,Slashdot
abmccullough,2000-2004,2000,SourceForge
a_sobala,2000-2004,2003,SourceForge
adamcbuckley,2000-2004,2003,SourceForge
adamjone,2000-2004,2002,Slashdot
adamcrosby,2000-2004,2004,SourceForge
acrylic,2000-2004,2004,Slashdot
aggression,2000-2004,2003,SourceForge
alexpage,2000-2004,2003,Slashdot
adavid,2000-2004,2002,SourceForge
_aargh,2000-2004,2000,Slashdot
abrarhh,2000-2004,2000,SourceForge
absolut250,2000-2004,2003,SourceForge
_egg,2000-2004,2000,Slashdot
ademmer2000,2000-2004,2000,SourceForge
adamjone,2000-2004,2003,SourceForge
Anders,2000-2004,2000,Slashdot
adamroe,2000-2004,2004,SourceForge
12dec0de,2000-2004,2003,Slashdot
acvh,2000-2004,2001,Slashdot
ahosey,2000-2004,2002,SourceForge
adamiser,2000-2004,2001,SourceForge
ajmitch,2000-2004,2003,SourceForge
adorosh,2000-2004,2002,SourceForge
Alton,2000-2004,2000,Slashdot
[XnTrek],2000-2004,2002,Slashdot
agilen,2000-2004,2004,Slashdot
achandu,2000-2004,2004,SourceForge
abonnema,2000-2004,2000,SourceForge
adequacy,2000-2004,2001,SourceForge
acrossman,2000-2004,2000,SourceForge
�nubis,2000-2004,2004,Slashdot
13013dobbs,2000-2004,2002,Slashdot
aaronwald,2000-2004,2001,Slashdot
agologan,2000-2004,2003,SourceForge
affegott,2000-2004,2003,Slashdot
adam_baum,2000-2004,2001,SourceForge
affonso,2000-2004,2001,SourceForge
ahmetax,2000-2004,2001,SourceForge
aldjiblah,2000-2004,2003,Slashdot
aculeus,2000-2004,2004,Slashdot
ahilton,2000-2004,2003,SourceForge
allanj,2000-2004,2004,Slashdot
aahz,2000-2004,2004,SourceForge
aaronsw,2000-2004,2000,SourceForge
alSeen,2000-2004,2003,Slashdot
[HeMaN],2000-2004,2003,Slashdot
adfcmh,2000-2004,2003,SourceForge
ajayd,2000-2004,2002,SourceForge
acrimon,2000-2004,2000,SourceForge
aalex675,2000-2004,2000,Slashdot
ab031ns,2000-2004,2004,SourceForge
aboumouad,2000-2004,2003,SourceForge
alkali,2000-2004,2001,Slashdot
aeby,2000-2004,2004,SourceForge
adamastor,2000-2004,2003,SourceForge
adamj,2000-2004,2000,SourceForge
abeynaike,2000-2004,2003,SourceForge
acdbx,2000-2004,2002,SourceForge
abdousi,2000-2004,2004,Slashdot
adakar,2000-2004,2004,SourceForge
Ames,2000-2004,2004,Slashdot
Airline_Sickness_Bag,2000-2004,2004,Slashdot
admar,2000-2004,2001,SourceForge
a67sm,2000-2004,2001,SourceForge
a_rueckert,2000-2004,2003,SourceForge
Ambien,2000-2004,2002,Slashdot
AArthur,2000-2004,2002,Slashdot
amendol,2000-2004,2001,Slashdot
alehmann,2000-2004,2003,Slashdot
ackbarr,2000-2004,2002,SourceForge
abergstr,2000-2004,2001,SourceForge
agreif,2000-2004,2000,SourceForge
activesphere,2000-2004,2001,SourceForge
-douggy,2000-2004,2003,Slashdot
acacia,2000-2004,2000,Slashdot
-ParadoX-,2000-2004,2001,Slashdot
acapnotic,2000-2004,2000,SourceForge
alexborges,2000-2004,2000,Slashdot
30F06950,2000-2004,2003,Slashdot
ackme,2000-2004,2004,SourceForge
adsaman,2000-2004,2001,SourceForge
aharon,2000-2004,2002,SourceForge
adamm,2000-2004,2000,SourceForge
8Complex,2000-2004,2000,Slashdot
aidan_skinner,2000-2004,2003,SourceForge
aaron_801,2000-2004,2003,SourceForge
AaronMB,2000-2004,2001,Slashdot
adamhall,2000-2004,2003,SourceForge
AftanGustur,2000-2004,2003,Slashdot
ai0524,2000-2004,2000,SourceForge
AlpineR,2000-2004,2004,Slashdot
agotneja,2000-2004,2003,SourceForge
abamfici,2000-2004,2003,SourceForge
administrator,2000-2004,2004,SourceForge
abryanw,2000-2004,2003,SourceForge
alpinist,2000-2004,2004,Slashdot
acklen,2000-2004,2000,SourceForge
-=SteelRat=-,2000-2004,2000,Slashdot
akc,2000-2004,2002,Slashdot
ALG,2000-2004,2001,Slashdot
aiphysics,2000-2004,2000,SourceForge
akaina,2000-2004,2003,Slashdot
AlexDeGruven,2000-2004,2003,Slashdot
acidos,2000-2004,2003,SourceForge
akmed,2000-2004,2000,Slashdot
aa1vl,2000-2004,2002,SourceForge
alangmead,2000-2004,2000,Slashdot
Abjuk,2000-2004,2000,Slashdot
afvargas,2000-2004,2002,SourceForge
agnosonga,2000-2004,2001,SourceForge
Alfred,2000-2004,2002,Slashdot
aalexei,2000-2004,2002,SourceForge
adl,2000-2004,2002,SourceForge
-Version8-,2000-2004,2002,Slashdot
acidblood,2000-2004,2000,Slashdot
abhi_sri,2000-2004,2000,SourceForge
Alpha_Geek,2000-2004,2004,Slashdot
alwyns,2000-2004,2002,Slashdot
__shad__,2000-2004,2001,Slashdot
acarlisle,2000-2004,2001,Slashdot
a1kmm,2000-2004,2001,SourceForge
AnalogDiehard,2000-2004,2002,Slashdot
ajvwaay,2000-2004,2000,SourceForge
ananke,2000-2004,2002,Slashdot
ajit_kamat,2000-2004,2004,SourceForge
aduran,2000-2004,2003,SourceForge
Ablar,2000-2004,2004,Slashdot
aakash,2000-2004,2000,SourceForge
agarcia3,2000-2004,2000,SourceForge
agutier,2000-2004,2001,SourceForge
ajs,2000-2004,2000,Slashdot
abfackeln,2000-2004,2003,Slashdot
adamc91115,2000-2004,2000,SourceForge
adcockj,2000-2004,2004,SourceForge
acrhemeied,2000-2004,2004,Slashdot
american_bongo,2000-2004,2004,Slashdot
aglenning,2000-2004,2000,SourceForge
AccUser,2000-2004,2002,Slashdot
-Bacon-,2000-2004,2001,Slashdot
adjioev,2000-2004,2002,SourceForge
acmecomm,2000-2004,2001,SourceForge
acornworld,2000-2004,2001,SourceForge
ajs,2000-2004,2003,SourceForge
abythell,2000-2004,2000,SourceForge
agraef,2000-2004,2003,SourceForge
afn23397,2000-2004,2002,SourceForge
_Quinn,2000-2004,2003,Slashdot
afan,2000-2004,2001,SourceForge
aexandria,2000-2004,2000,Slashdot
agriggio,2000-2004,2001,SourceForge
aamr,2000-2004,2001,SourceForge
agrover,2000-2004,2000,SourceForge
adicarlo,2000-2004,2002,SourceForge
a_portier,2000-2004,2002,SourceForge
affriedl,2000-2004,2000,SourceForge
agreenv5,2000-2004,2003,SourceForge
_Dante_,2000-2004,2002,Slashdot
abreck,2000-2004,2000,SourceForge
a_susanj,2000-2004,2000,SourceForge
aakins,2000-2004,2002,Slashdot
aaronkaplan,2000-2004,2001,SourceForge
aamoruso,2000-2004,2000,SourceForge
airon2,2000-2004,2000,SourceForge
Amadaeus,2000-2004,2001,Slashdot
[Xorian],2000-2004,2003,Slashdot
3jeff,2000-2004,2004,Slashdot
adam_russell,2000-2004,2000,SourceForge
AcidSt0rm,2000-2004,2002,Slashdot
amphiskios,2000-2004,2004,Slashdot
__Paul__,2000-2004,2002,Slashdot
ad_astra,2000-2004,2003,SourceForge
ajayrockrock,2000-2004,2003,SourceForge
adoal,2000-2004,2001,SourceForge
a.tomaka,2000-2004,2000,Slashdot
aikasevj,2000-2004,2000,SourceForge
adnpryde,2000-2004,2003,SourceForge
agdv,2000-2004,2002,Slashdot
abhinavnath,2000-2004,2001,Slashdot
aiken_d,2000-2004,2001,Slashdot
affenmann,2000-2004,2003,Slashdot
alighieri,2000-2004,2000,Slashdot
ajsmith,2000-2004,2002,SourceForge
aerojad,2000-2004,2001,Slashdot
ajf87,2000-2004,2003,SourceForge
abriggs,2000-2004,2002,SourceForge
abadswitch,2000-2004,2002,SourceForge
ActionListener,2000-2004,2002,Slashdot
adrian_stonge,2000-2004,2000,SourceForge
aeris,2000-2004,2002,SourceForge
-martee,2000-2004,2000,Slashdot
adrianr,2000-2004,2001,SourceForge
achirica,2000-2004,2004,SourceForge
airin356,2000-2004,2004,SourceForge
adq,2000-2004,2002,SourceForge
acarboni,2000-2004,2000,SourceForge
agiacom,2000-2004,2002,SourceForge
alexjp,2000-2004,2002,Slashdot
abrasif,2000-2004,2004,SourceForge
agapow,2000-2004,2003,Slashdot
Allicorn,2000-2004,2003,Slashdot
agateauthor,2000-2004,2002,SourceForge
afalout,2000-2004,2000,SourceForge
ajk,2000-2004,2002,Slashdot
akihabara,2000-2004,2002,Slashdot
aburatan,2000-2004,2001,SourceForge
Alowishus,2000-2004,2003,Slashdot
agstools,2000-2004,2001,SourceForge
alexy,2000-2004,2002,Slashdot
-Nails-,2000-2004,2002,Slashdot
adriancu,2000-2004,2003,SourceForge
4im,2000-2004,2001,Slashdot
ACK!!,2000-2004,2000,Slashdot
afro_style,2000-2004,2004,SourceForge
adembaba,2000-2004,2002,SourceForge
adrianpj,2000-2004,2002,SourceForge
aball,2000-2004,2000,SourceForge
aguiguy,2000-2004,2002,SourceForge
adventmicro,2000-2004,2002,SourceForge
alacqua,2000-2004,2002,Slashdot
adamk,2000-2004,2003,SourceForge
_Neurotic,2000-2004,2004,Slashdot
_generica,2000-2004,2004,Slashdot
acolt,2000-2004,2000,Slashdot
aali,2000-2004,2002,SourceForge
aarun3034,2000-2004,2004,SourceForge
akheron1,2000-2004,2000,Slashdot
abuck,2000-2004,2004,SourceForge
Alakaboo,2000-2004,2003,Slashdot
adel_acameron,2000-2004,2002,SourceForge
ACupOfCoffee,2000-2004,2000,Slashdot
abba_fan,2000-2004,2000,SourceForge
ahkim,2000-2004,2002,SourceForge
adriana,2000-2004,2002,SourceForge
abram_fettig,2000-2004,2000,Slashdot
aibuddy,2000-2004,2001,SourceForge
aharth,2000-2004,2004,Slashdot
adarovsky,2000-2004,2004,SourceForge
abeaud,2000-2004,2002,SourceForge
adersberger,2000-2004,2003,SourceForge
acid1789,2000-2004,2004,SourceForge
Agave,2000-2004,2003,Slashdot
a_serghei,2000-2004,2003,SourceForge
alizard,2000-2004,2002,Slashdot
acuix,2000-2004,2003,SourceForge
21mhz,2000-2004,2000,Slashdot
acoopersmith,2000-2004,2000,SourceForge
ackahn,2000-2004,2004,SourceForge
aconstant,2000-2004,2003,SourceForge
aerig,2000-2004,2002,SourceForge
afluegel,2000-2004,2003,SourceForge
ahayatnagarkar,2000-2004,2002,SourceForge
adiffer,2000-2004,2002,SourceForge
afchine,2000-2004,2004,SourceForge
adzuki,2000-2004,2003,Slashdot
acapp,2000-2004,2000,SourceForge
#define,2000-2004,2003,Slashdot
4me2no,2000-2004,2003,Slashdot
Adrec,2000-2004,2003,Slashdot
alecto,2000-2004,2000,Slashdot
ac0dr,2000-2004,2002,SourceForge
adp-gmbh,2000-2004,2000,SourceForge
alsta,2000-2004,2000,Slashdot
Alarmist,2000-2004,2004,Slashdot
akgdpssi,2000-2004,2003,Slashdot
ahallam,2000-2004,2002,SourceForge
anarkhos,2000-2004,2003,Slashdot
Achates,2000-2004,2003,Slashdot
adamkennedy,2000-2004,2004,SourceForge
Agrippa,2000-2004,2003,Slashdot
adamjansen,2000-2004,2004,SourceForge
aldur,2000-2004,2003,Slashdot
afeman,2000-2004,2000,Slashdot
absterge,2000-2004,2004,Slashdot
Aero,2000-2004,2001,Slashdot
accko,2000-2004,2001,SourceForge
ace76,2000-2004,2001,SourceForge
amitb,2000-2004,2002,Slashdot
adavidw,2000-2004,2001,Slashdot
AlphaInsight,2000-2004,2002,Slashdot
allknowing,2000-2004,2003,Slashdot
3ryon,2000-2004,2003,Slashdot
alexalexis,2000-2004,2002,Slashdot
adrenaline19,2000-2004,2003,SourceForge
.oO-DexteR-Oo.,2000-2004,2001,Slashdot
a_wronski,2000-2004,2000,SourceForge
acamas,2000-2004,2003,SourceForge
AmirS,2000-2004,2002,Slashdot
advil,2000-2004,2004,SourceForge
Amezick,2000-2004,2003,Slashdot
ajwalker,2000-2004,2000,SourceForge
Alternity,2000-2004,2003,Slashdot
adam_thompson,2000-2004,2001,SourceForge
ActiveSex,2000-2004,2003,Slashdot
ajchung,2000-2004,2004,SourceForge
_bug_,2000-2004,2002,Slashdot
acorner,2000-2004,2002,SourceForge
ai3,2000-2004,2001,SourceForge
Aleksandr,2000-2004,2000,Slashdot
aaizemberg,2000-2004,2004,SourceForge
adolg,2000-2004,2000,SourceForge
abz,2000-2004,2001,SourceForge
ab762,2000-2004,2000,Slashdot
ameoba,2000-2004,2001,Slashdot
adbit,2000-2004,2000,SourceForge
_flan,2000-2004,2001,Slashdot
Tony Hughes,2000-2004,2000,SourceForge
afsd,2000-2004,2003,Slashdot
abrachius,2000-2004,2003,SourceForge
albamuth,2000-2004,2000,Slashdot
abrager,2000-2004,2003,Slashdot
ahunter,2000-2004,2003,Slashdot
Amadawn,2000-2004,2000,Slashdot
4thAce,2000-2004,2000,Slashdot
36-bitter,2000-2004,2003,Slashdot
alex_siufy,2000-2004,2002,Slashdot
a_madl,2000-2004,2002,SourceForge
AlefNull,2000-2004,2003,Slashdot
AliasTheRoot,2000-2004,2003,Slashdot
acid_bless,2000-2004,2000,SourceForge
albin,2000-2004,2003,Slashdot
00RUSS,2000-2004,2003,Slashdot
_marshall,2000-2004,2001,Slashdot
acroyear,2000-2004,2000,Slashdot
ajiaojr,2000-2004,2000,SourceForge
alewando,2000-2004,2004,Slashdot
a_camek,2000-2004,2001,SourceForge
aburke,2000-2004,2001,SourceForge
agarfu,2000-2004,2004,SourceForge
aevans,2000-2004,2000,SourceForge
Aaron39,2000-2004,2001,Slashdot
"agoodfellow""",2000-2004,2004,SourceForge
.gpb,2000-2004,2000,Slashdot
adechert,2000-2004,2002,SourceForge
acroteria,2000-2004,2003,SourceForge
acronymous,2000-2004,2000,SourceForge
ajseward,2000-2004,2003,SourceForge
adambomb,2000-2004,2001,SourceForge
adamkarppinen,2000-2004,2003,SourceForge
alanw,2000-2004,2003,Slashdot
.@.,2000-2004,2000,Slashdot
abrazafi,2000-2004,2004,SourceForge
"airlied""",2000-2004,2001,SourceForge
aliebrah,2000-2004,2001,Slashdot
aanttila,2000-2004,2001,SourceForge
abc0412450,2000-2004,2000,SourceForge
1alpha7,2000-2004,2001,Slashdot
aardwolf64,2000-2004,2004,Slashdot
adixon,2000-2004,2004,SourceForge
aalcocer,2000-2004,2001,SourceForge
ajones,2000-2004,2004,SourceForge
ahknight,2000-2004,2003,Slashdot
addaon,2000-2004,2004,Slashdot
adadun,2000-2004,2000,Slashdot
ace123,2000-2004,2002,SourceForge
aheitner,2000-2004,2000,SourceForge
?erosion,2000-2004,2000,Slashdot
AdmrlNxn,2000-2004,2001,Slashdot
ahg,2000-2004,2004,Slashdot
adonnini,2000-2004,2002,Slashdot
abefettig,2000-2004,2001,SourceForge
ajbiv,2000-2004,2002,Slashdot
aleclee,2000-2004,2002,Slashdot
addisr,2000-2004,2000,SourceForge
accsc,2000-2004,2004,SourceForge
acsoftware,2000-2004,2002,SourceForge
aclemens,2000-2004,2000,SourceForge
ajmullican,2000-2004,2004,SourceForge
afedaken,2000-2004,2000,Slashdot
aaronwald,2000-2004,2004,SourceForge
acant,2000-2004,2000,Slashdot
aheppel,2000-2004,2001,SourceForge
adapt,2000-2004,2003,Slashdot
afanofosc_99,2000-2004,2003,SourceForge
acb,2000-2004,2003,Slashdot
AlbanySux,2000-2004,2004,Slashdot
a_v_g,2000-2004,2002,SourceForge
adamhull,2000-2004,2004,SourceForge
!ErrorBookmarkNotDef,2000-2004,2003,Slashdot
